200000 2
0.7465265 0.2205924
0.0084543 0.7639708
0.8838943 0.4908017
0.5471067 0.2975716
0.6058856 0.1878457
0.5189196 0.0893271
0.6796979 0.1468630
0.7480914 0.0547058
0.4546567 0.0950820
0.4880266 0.0008111
0.0644303 0.4862430
0.0220636 0.8406879
0.1209241 0.7121326
0.2605073 0.0611388
0.7265828 0.4241128
0.1654633 0.5647106
0.7729697 0.1506918
0.3214080 0.9403929
0.9040580 0.6477478
0.7567373 0.2256259
0.0007555 0.5730121
0.7754461 0.8005957
0.5510291 0.3834961
0.7682946 0.9508379
0.7968935 0.1871341
0.3131432 0.1168348
0.0368368 0.1912010
0.9790843 0.8632817
0.1700890 0.1759191
0.6546544 0.6879875
0.5856066 0.6418535
0.6548750 0.4960318
0.2914728 0.9052017
0.5278784 0.2765985
0.0595521 0.6681043
0.3332306 0.5819763
0.7731079 0.9708481
0.9907659 0.8063231
0.2103085 0.3556606
0.0985888 0.7525160
0.6034342 0.1528167
0.5927334 0.5191872
0.7078892 0.2269821
0.4849921 0.7740745
0.9675423 0.3770773
0.0057022 0.8018345
0.0525737 0.3792346
0.7899424 0.7979246
0.1681360 0.6533518
0.5134806 0.8533848
0.2187646 0.7868533
0.2942058 0.5222633
0.1080534 0.7670729
0.2242759 0.5713933
0.7068083 0.1785727
0.7212558 0.2324864
0.1480305 0.3547729
0.7177393 0.0534751
0.1861832 0.4852119
0.4677544 0.4937224
0.0132204 0.7852837
0.6165682 0.4109674
0.5512743 0.5422412
0.0972482 0.9579068
0.8379806 0.8516887
0.5440963 0.2356899
0.1783695 0.6087913
0.5873604 0.6744835
0.3212294 0.9124119
0.3708126 0.1277071
0.9262245 0.5720540
0.3145164 0.6608718
0.1366756 0.5699977
0.4868520 0.6655152
0.3460758 0.5205084
0.1765573 0.5152852
0.5408286 0.0726715
0.8932923 0.8400601
0.7485997 0.3711037
0.7733218 0.4303429
0.5483266 0.9983677
0.0637910 0.7765121
0.6156722 0.2572338
0.9779250 0.2270765
0.1642000 0.3776465
0.6135593 0.9832929
0.7820612 0.5839764
0.1918521 0.1020692
0.4822504 0.1789954
0.1637586 0.1562118
0.6829572 0.0834615
0.5951425 0.4800707
0.9765243 0.7774527
0.8414725 0.9759702
0.2139938 0.5620372
0.7670210 0.2818067
0.6223057 0.3435485
0.5574863 0.0999725
0.8898911 0.4559775
0.8001491 0.5610187
0.0088095 0.6602035
0.2393670 0.2094169
0.9236704 0.9456749
0.2817897 0.4993589
0.8377033 0.4927578
0.0763475 0.7571074
0.1244974 0.6703179
0.1078104 0.5098005
0.5342647 0.9256645
0.5006559 0.2397916
0.3351997 0.5507611
0.1174010 0.7592182
0.7518765 0.0918368
0.5694233 0.4546502
0.3854649 0.4761614
0.7714367 0.8741350
0.8646836 0.5548323
0.8819669 0.0705627
0.6894613 0.6722121
0.1120503 0.2910430
0.8849395 0.0427034
0.2868954 0.1038750
0.7365842 0.0690148
0.2467535 0.2943184
0.2590168 0.2187872
0.7777702 0.4985215
0.4976760 0.0225462
0.4341093 0.5549472
0.8608585 0.3671007
0.2447793 0.6343403
0.6147849 0.7792005
0.5993644 0.3151864
0.1027308 0.3629571
0.5063422 0.5387030
0.1461308 0.6938202
0.4650796 0.2746889
0.9135520 0.5930812
0.9613201 0.3333192
0.9229343 0.5924784
0.1474541 0.1958919
0.4172194 0.7324754
0.1028589 0.6807444
0.7414316 0.5482965
0.1336377 0.8586116
0.0272033 0.5894206
0.3778291 0.1167072
0.1473783 0.9266139
0.9630906 0.7467519
0.2150214 0.2659789
0.1784825 0.2881435
0.7985886 0.3342973
0.6003471 0.9031362
0.5230963 0.6486163
0.9071101 0.2611584
0.8825382 0.3026162
0.3828814 0.3861138
0.4553314 0.8371076
0.1639524 0.4689897
0.9994896 0.3015701
0.6202203 0.4331229
0.5868114 0.2249120
0.8790906 0.8435969
0.9148210 0.2739200
0.9178724 0.5171015
0.8877553 0.1073063
0.7862879 0.9185362
0.4746861 0.8111210
0.1799302 0.1931465
0.9950913 0.9001958
0.6576598 0.4681845
0.6689460 0.2526082
