217000 2
0.9333162 0.5180050
0.9795560 0.5756471
0.9245908 0.6091567
0.9444218 0.5146220
0.9542315 0.6000535
0.9801662 0.5207676
0.9275085 0.5593167
0.8944353 0.5975286
0.9207340 0.5830726
0.9565282 0.6000520
0.8765704 0.6222550
0.9231921 0.6226041
0.9830529 0.5934096
0.9432387 0.5413096
0.9594047 0.5992878
0.9236542 0.6103444
0.9706502 0.5675627
0.9091328 0.6125499
0.9131522 0.5960308
0.9395854 0.5362900
0.8781752 0.5599442
0.9348863 0.5367437
0.9324379 0.5911725
0.9034748 0.5622707
0.9632622 0.5431692
0.9877716 0.5257912
0.9344218 0.5695858
0.9393511 0.5016049
0.8834370 0.5744474
0.9226881 0.6033099
0.9954930 0.6115174
0.9544298 0.6010190
0.9393914 0.6090469
0.9161015 0.6076457
0.9160049 0.6043501
0.9819848 0.6150529
0.8872741 0.5064462
0.9977914 0.5789778
0.9416190 0.5698912
0.8995625 0.5976299
0.9521642 0.5724312
0.9672711 0.5972115
0.8852543 0.6199075
0.9404489 0.5119892
0.9149445 0.5140918
0.9565672 0.5380871
0.8980104 0.5324857
0.8856637 0.5761485
0.8840124 0.5986715
0.9697624 0.5442102
0.8933010 0.6067794
0.9257858 0.6071331
0.9138017 0.5349953
0.9054424 0.5873448
0.9457334 0.5419211
0.8980534 0.5010463
0.9438753 0.5986661
0.9140591 0.5793273
0.9405818 0.5585448
0.9935719 0.5464598
0.9917569 0.5970967
0.9285234 0.5276070
0.9365012 0.5146218
0.9260966 0.6107049
0.9390595 0.6062951
0.8867412 0.5806804
0.8922153 0.5388627
0.9169714 0.5295110
0.9384339 0.5136597
0.9232638 0.5020806
0.9617976 0.6150627
0.9675290 0.5675627
0.8776774 0.5652357
0.9334385 0.5524619
0.9139449 0.5015278
0.9554228 0.5051050
0.9988839 0.6130653
0.9480618 0.5360044
0.9302125 0.5587168
0.9085291 0.5672451
0.8857122 0.5641721
0.8970895 0.5138853
0.9187308 0.5264447
0.8809296 0.5893134
0.8766299 0.5751593
0.9662717 0.5211768
0.9823039 0.5796250
0.9259568 0.5428550
0.9093383 0.5916120
0.9242349 0.5199073
0.9367393 0.5580672
0.9404980 0.5889484
0.9850780 0.5857909
0.9564014 0.5543729
0.9170728 0.5373699
0.9265617 0.5071264
0.9020504 0.5430214
0.9221385 0.5504601
0.9550225 0.5262993
0.8881781 0.6136205
0.9319949 0.5912895
0.9086121 0.6024692
0.9453882 0.5840148
0.9670921 0.5299964
0.9788595 0.5118415
0.8846630 0.5667848
0.9152485 0.5710982
0.9740778 0.6022825
0.9898150 0.5484163
0.9505002 0.5395592
0.9739159 0.5997474
0.9878949 0.5678975
0.9690859 0.5796031
0.8999132 0.5506687
0.9190994 0.6085038
0.9239151 0.5588098
0.9044682 0.6077284
0.8840494 0.6243041
0.9560660 0.5270714
0.9601897 0.6060306
0.9303957 0.5097716
0.9694244 0.5992828
0.8896826 0.5059697
0.9395304 0.5195871
0.9037542 0.5367776
0.9904039 0.5533023
0.8870176 0.6047182
0.9090248 0.5384471
0.8917433 0.5372086
0.9126813 0.5881784
0.9984030 0.5495702
0.9275030 0.5780371
0.9189372 0.5226867
0.9867083 0.5644047
0.8822912 0.5667839
0.9706882 0.5104746
0.8751940 0.5878195
0.9403757 0.5990128
0.9737091 0.6204940
0.9166523 0.6186152
0.9777241 0.6221213
0.9698985 0.5295042
0.8994723 0.5022944
0.9760527 0.5221496
0.9967635 0.5368776
0.9577929 0.6029397
0.9209535 0.5120301
0.9152098 0.5036766
