9.779999999999999805e-02 6.339999999999999802e-02 4.299999999999999656e-02 6.264999999999999458e-01 5.053999999999999604e-01 1.502000000000000002e-01 7.979999999999999594e-02 5.070000000000000201e-02 1.945000000000000062e-01 1.461000000000000076e-01
3.723000000000000198e-01 5.353999999999999870e-01 7.529000000000000137e-01 2.237999999999999989e-01 8.424000000000000377e-01 4.203999999999999959e-01 5.122999999999999776e-01 1.348999999999999921e-01 1.892000000000000071e-01 5.100000000000000089e-01
4.128999999999999893e-01 3.803000000000000269e-01 2.497000000000000053e-01 4.172000000000000153e-01 1.513700000000000045e+00 2.913999999999999924e-01 5.745999999999999996e-01 2.353999999999999981e-01 2.968999999999999972e-01 8.128999999999999559e-01
3.417000000000000037e-01 6.147000000000000242e-01 1.806999999999999995e-01 6.716999999999999638e-01 4.536999999999999922e-01 2.645000000000000129e-01 3.584999999999999853e-01 1.564000000000000112e-01 1.203000000000000042e-01 2.023999999999999966e-01
5.834000000000000297e-01 5.989999999999999769e-01 2.482999999999999929e-01 4.129999999999999782e-01 4.506000000000000005e-01 2.078000000000000125e-01 1.034999999999999948e-01 1.262000000000000066e-01 1.607000000000000095e-01 4.798999999999999932e-01
1.350000000000000089e-01 4.410000000000000031e-02 8.050000000000000211e-02 4.687000000000000055e-01 4.005000000000000226e-01 1.005999999999999950e-01 6.210000000000000242e-02 5.179999999999999882e-02 9.579999999999999627e-02 4.424000000000000155e-01
2.849999999999999756e-01 6.890000000000000291e-02 4.880000000000000310e-02 2.132999999999999896e-01 4.042999999999999927e-01 1.421999999999999931e-01 6.370000000000000662e-02 8.999999999999999320e-03 3.438999999999999835e-01 5.053999999999999604e-01
3.612000000000000210e-01 3.055999999999999828e-01 2.436000000000000110e-01 7.863999999999999879e-01 5.936000000000000165e-01 2.733999999999999764e-01 1.265000000000000013e-01 3.916999999999999926e-01 2.665000000000000147e-01 7.388000000000000123e-01
3.124000000000000110e-01 1.791999999999999982e-01 2.263999999999999901e-01 3.652000000000000246e-01 2.806000000000000161e-01 8.870000000000000107e-02 6.769999999999999629e-02 1.623999999999999888e-01 2.121999999999999997e-01 3.497999999999999998e-01
1.376999999999999891e-01 3.719999999999999696e-02 5.070000000000000201e-02 5.638999999999999568e-01 4.354999999999999982e-01 1.391000000000000014e-01 7.109999999999999654e-02 5.753000000000000336e-01 6.019999999999999657e-02 3.007000000000000228e-01
4.687999999999999945e-01 3.249000000000000221e-01 4.113999999999999879e-01 5.424999999999999822e-01 9.020000000000000240e-01 3.045999999999999819e-01 3.090999999999999859e-01 2.595000000000000084e-01 2.462000000000000022e-01 5.351000000000000201e-01
1.029999999999999943e-01 2.110000000000000070e-02 3.719999999999999696e-02 1.864000000000000101e-01 4.098999999999999866e-01 4.830000000000000265e-02 1.700000000000000122e-02 5.040000000000000036e-02 1.052000000000000018e-01 1.958000000000000018e-01
1.035999999999999976e-01 1.609999999999999973e-02 7.309999999999999831e-02 2.341999999999999915e-01 8.753999999999999559e-01 3.125999999999999890e-01 5.680000000000000326e-02 1.029000000000000054e-01 2.011999999999999900e-01 2.333000000000000074e-01
1.358000000000000040e-01 4.909999999999999781e-02 4.619999999999999801e-02 4.250999999999999779e-01 3.402999999999999914e-01 1.605000000000000038e-01 7.159999999999999698e-02 3.520000000000000212e-02 7.649999999999999856e-02 1.411000000000000032e-01
4.187000000000000166e-01 3.286000000000000032e-01 5.320000000000000284e-01 6.229999999999999982e-01 9.033999999999999808e-01 2.494000000000000106e-01 3.017000000000000237e-01 1.869000000000000106e-01 3.393999999999999795e-01 9.280000000000000471e-01
2.798999999999999821e-01 1.431000000000000050e-01 1.615000000000000047e-01 2.003000000000000058e-01 2.718999999999999750e-01 1.254000000000000115e-01 3.810000000000000192e-02 1.203999999999999931e-01 1.269000000000000128e-01 2.919999999999999818e-01
2.426999999999999991e-01 1.267000000000000071e-01 7.019999999999999851e-02 2.069000000000000006e-01 2.331000000000000016e-01 1.252000000000000057e-01 1.959999999999999937e-02 1.330999999999999961e-01 1.165999999999999953e-01 5.279000000000000359e-01
6.429999999999999605e-02 5.249999999999999806e-02 2.670000000000000151e-02 2.048999999999999988e-01 3.795999999999999930e-01 1.318999999999999895e-01 3.205000000000000071e-01 5.990000000000000185e-02 1.155000000000000054e-01 2.454000000000000070e-01
2.909999999999999809e-01 2.414999999999999925e-01 2.127000000000000002e-01 3.335000000000000187e-01 8.524000000000000465e-01 2.610000000000000098e-01 1.212000000000000022e-01 7.820000000000000562e-02 2.750000000000000222e-01 6.796999999999999709e-01
1.310999999999999943e-01 5.970000000000000306e-02 3.960000000000000325e-02 4.565000000000000169e-01 2.752999999999999892e-01 9.790000000000000091e-02 8.849999999999999534e-02 1.295999999999999930e-01 3.538999999999999924e-01 1.199999999999999956e-01
